## RECSRecommendations Upload File
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.
## RECS
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.onSale
brico_tool_lawnmower,Lawnmower Brico,brico,The best lawnmower for brico work,https://cdn.dedeman.ro/media/catalog/product/7/0/7047074_5.jpg?optimize=low&fit=bounds&height=&width=&canvas=:,263,https://cdn.dedeman.ro/media/catalog/product/3/0/9275015.jpg,1272-8,19,true
brico_tool_hedgetrimmer,Hedgetrimmer Brico,brico,The best hedgetrimmer for brico work,https://cdn.dedeman.ro/media/catalog/product/7/0/7061041_1.jpg?optimize=low&fit=bounds&height=700&width=700&canvas=700:700,408,https://cdn.dedeman.ro/media/catalog/product/5/0/7015802.jpg,1203-9,14,true
garden_tool_cutter,Cutter Garden,garden,The best cutter for garden work,https://cdn.dedeman.ro/media/catalog/product/f/i/fiskars-garden-pro-p90.jpg?optimize=low&fit=bounds&height=700&width=700&canvas=700:700,762,https://cdn.dedeman.ro/media/catalog/product/4/0/9875962.jpg,1201-4,16,true
brico_tool_trowel,Trowel Brico,brico,The best trowel for brico work,https://cdn.dedeman.ro/media/catalog/product/1/0/1005776.jpg?optimize=low&fit=bounds&height=&width=&canvas=:,849,https://cdn.dedeman.ro/media/catalog/product/6/0/6411331.jpg,1226-6,14,true
garden_tool_grinder,Grinder Garden,garden,The best grinder for garden work,https://cdn.dedeman.ro/media/catalog/product/7/0/7071101_5.jpg?optimize=low&fit=bounds&height=&width=&canvas=:,887,https://cdn.dedeman.ro/media/catalog/product/5/0/8527527.jpg,1248-2,13,true
garden_tool_hedgetrimmer,Hedgetrimmer Garden,garden,The best hedgetrimmer for garden work,https://cdn.dedeman.ro/media/catalog/product/7/0/7069371_4.jpg?optimize=low&fit=bounds&height=700&width=700&canvas=700:700,372,https://cdn.dedeman.ro/media/catalog/product/6/0/1318614.jpg,1228-2,20,true
garden_tool_shears,Shears Garden,garden,The best shears for garden work,https://cdn.dedeman.ro/media/catalog/product/7/0/7055374_5.jpg?optimize=low&fit=bounds&height=700&width=700&canvas=700:700:,566,https://cdn.dedeman.ro/media/catalog/product/6/0/1736165.jpg,1239-1,10,falsly
hero_laptop_1,Hero Laptop 1,laptops,"Power your daily tasks with this versatile and reliable laptop. Featuring a fast processor for smooth multitasking and a crisp display for vibrant visuals, it''s the perfect companion for browsing, streaming, and staying productive at home, school, or the office.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRClIWO4wpoSeN4HSiAJu2rW2xPoqZOlANUQw&s,849,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRClIWO4wpoSeN4HSiAJu2rW2xPoqZOlANUQw&sg,1226-6,14,true
hero_laptop_2,Hero Laptop 2,laptops,"Unleash your creativity and productivity with this high-performance laptop. Equipped with a powerful processor and dedicated graphics, it effortlessly handles demanding tasks like video editing, graphic design, and gaming. The stunning high-resolution display ensures every detail is rendered with precision.",https://s13emagst.akamaized.net/products/65347/65346471/images/res_75ccda161890c12e244caf1bfd2e603f.jpg,849,https://s13emagst.akamaized.net/products/65347/65346471/images/res_75ccda161890c12e244caf1bfd2e603f.jpg,1226-6,14,true
hero_laptop_3,Hero Laptop 3,laptops,"Designed for life on the move, this ultra-lightweight and slim laptop offers exceptional portability without compromising on power. With a long-lasting battery and a durable, sleek design, it''s the ideal choice for business travelers and students who need a full-featured computer that goes wherever they do.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQboo8YK-fhvvpxSMhJeiCYbczntQWfrt047g&s,849,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQboo8YK-fhvvpxSMhJeiCYbczntQWfrt047g&s,1226-6,14,true
hero_phone_max,Hero Phone Max,smartphones,"Stay connected and entertained with this user-friendly mobile phone. It features a bright, clear display for watching videos and browsing, a reliable camera for capturing memories, and a long-lasting battery to get you through your day.",https://s13emagst.akamaized.net/products/48592/48591240/images/res_a4e5068cf223ad7dd7aac9ad750a6760.jpg,849,https://s13emagst.akamaized.net/products/48592/48591240/images/res_a4e5068cf223ad7dd7aac9ad750a6760.jpg,1226-6,14,true
hero_phone_flip,Hero Phone Flip,smartphones,"Experience seamless performance with this powerful smartphone. Equipped with a high-speed processor and ample storage, it''s perfect for gaming, multitasking, and running your favorite apps without lag. The stunning display brings everything to life in vibrant detail.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQk7ld1r2TO-MpSqJReTwImKn22Q_MztaEaLQ&s,849,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQk7ld1r2TO-MpSqJReTwImKn22Q_MztaEaLQ&s,1226-6,14,true
hero_phone_13,Hero Phone 13,smartphones,"Sleek and smart, this mobile phone is designed for the modern user. With a crisp camera, intuitive interface, and all-day battery life, it''s the perfect companion for work, play, and everything in between.",https://d.scdn.gr/images/sku_main_images/044403/44403982/20231212113559_nothing_phone_2_5g_dual_sim_12gb_256gb_leyko.jpeg,849,https://d.scdn.gr/images/sku_main_images/044403/44403982/20231212113559_nothing_phone_2_5g_dual_sim_12gb_256gb_leyko.jpeg,1226-6,14,true
hero_phone_slim,Hero Phone Slim,smartphones,"Capture life''s moments in stunning detail with this camera-centric mobile phone. Its advanced multi-lens system and intelligent software make every shot a masterpiece, from professional-looking portraits to breathtaking landscapes, all on a vivid, edge-to-edge display.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXJIU60xaQQq4jdU5C2fEyKFqAg9i7wz6I4A&s,849,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXJIU60xaQQq4jdU5C2fEyKFqAg9i7wz6I4A&s,1226-6,14,true
hero_phone_warrior,Hero Phone Warrior,smartphones,"Get all the essentials without the hefty price tag. This reliable and affordable mobile phone handles calls, texts, and social media with ease. Its durable design and simple interface make it a great choice for a first phone or for anyone who needs dependable, everyday connectivity.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLW7OKPgKnThNztSZ8lAIiya8p-R3ToTvRcA&s,100,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLW7OKPgKnThNztSZ8lAIiya8p-R3ToTvRcA&s,1226-6,14,true
